,TOTAL_ORDERS,REVENUE,AVERAGE_ORDER_VALUE,CARRIAGE_REVENUE,AVERAGESHIPPING,FIRST_ORDER_DATE,LATEST_ORDER_DATE,AVGDAYSBETWEENORDERS,DAYSSINCELASTORDER
46524,3,450.97,150.32,14.97,4.99,13-Nov-20,01-Apr-21,46.33,207
46919,7,448.14,64.02,29.94,4.28,25-Apr-20,01-Apr-21,48.71,207
47082,3,446.98,148.99,9.98,3.33,28-Apr-20,01-Apr-21,112.67,207
47340,1,445,445,0,0,01-Apr-21,01-Apr-21,0,207
47664,3,443.07,147.69,14.97,4.99,01-Feb-21,01-Apr-21,19.67,207
47877,2,441.69,220.85,4.99,2.5,01-Apr-21,01-Apr-21,0,207
48115,2,439.99,220,4.99,2.5,28-Mar-21,01-Apr-21,2,207
48146,5,439.97,87.99,16.97,3.39,28-Aug-20,01-Apr-21,43.2,207
48153,3,439.97,146.66,15.97,5.32,13-Feb-21,01-Apr-21,15.67,207
48394,4,438,109.5,1,0.25,03-Nov-18,01-Apr-21,220,207
48403,2,437.99,219,5.99,3,16-Feb-20,01-Apr-21,205,207
48425,6,437.97,73,15.97,2.66,11-Jul-16,01-Apr-21,287.5,207
48704,2,435.99,218,5.99,3,17-Nov-20,01-Apr-21,67.5,207
48790,2,435.29,217.65,5.99,3,01-Apr-21,01-Apr-21,0,207
48855,2,434.98,217.49,9.98,4.99,02-Mar-18,01-Apr-21,563,207
48877,6,434.96,72.49,21.96,3.66,29-Jun-18,01-Apr-21,167.83,207
49002,4,433.97,108.49,14.97,3.74,26-Sep-20,01-Apr-21,46.75,207
49122,6,432.98,72.16,9.98,1.66,05-Nov-20,01-Apr-21,24.5,207
49501,6,430.36,71.73,19.96,3.33,27-Nov-20,01-Apr-21,20.83,207
49636,9,429.73,47.75,34.93,3.88,22-Jul-20,01-Apr-21,28.11,207
49934,8,427.16,53.4,20.96,2.62,25-Sep-17,01-Apr-21,160.5,207
49984,4,426.96,106.74,19.96,4.99,15-Nov-20,01-Apr-21,34.25,207
50010,6,426.57,71.1,17.97,3,05-Dec-19,01-Apr-21,80.5,207
50273,2,424.98,212.49,10.98,5.49,30-May-20,01-Apr-21,153,207
50378,5,424.26,84.85,21.96,4.39,20-Mar-20,01-Apr-21,75.4,207
50424,3,423.99,141.33,4.99,1.66,17-Nov-20,01-Apr-21,45,207
50519,4,423.28,105.82,9.98,2.5,27-Oct-20,01-Apr-21,39,207
50639,6,422.37,70.4,15.97,2.66,27-Nov-20,01-Apr-21,20.83,207
51153,6,419.46,69.91,20.96,3.49,27-Jul-17,01-Apr-21,224,207
51516,4,417.03,104.26,15.93,3.98,16-Jan-16,01-Apr-21,475.5,207
51643,1,416.19,416.19,4.99,4.99,01-Apr-21,01-Apr-21,0,207
51782,6,415.37,69.23,15.97,2.66,20-Mar-21,01-Apr-21,2,207
52065,4,413.57,103.39,16.97,4.24,14-Jul-20,01-Apr-21,65.25,207
52196,4,412.57,103.14,15.97,3.99,15-Jul-17,01-Apr-21,339,207
52335,5,411.96,82.39,23.96,4.79,20-Nov-18,01-Apr-21,172.6,207
52420,3,411.09,137.03,4.99,1.66,17-Sep-16,01-Apr-21,552.33,207
52460,1,410.99,410.99,5.99,5.99,01-Apr-21,01-Apr-21,0,207
52580,1,410.09,410.09,5.99,5.99,01-Apr-21,01-Apr-21,0,207
52727,3,409.48,136.49,10.98,3.66,06-Nov-20,01-Apr-21,48.67,207
52800,4,408.99,102.25,5.99,1.5,20-Mar-21,01-Apr-21,3,207
53255,4,406.17,101.54,16.97,4.24,23-Jan-20,01-Apr-21,108.5,207
53264,4,406.09,101.52,4.99,1.25,25-May-20,01-Apr-21,77.75,207
53295,2,405.99,203,5.99,3,19-Jun-20,01-Apr-21,143,207
53328,3,405.97,135.32,15.97,5.32,22-Jul-19,01-Apr-21,206.33,207
54679,3,397.97,132.66,15.97,5.32,03-Jun-19,01-Apr-21,222.67,207
54722,2,397.49,198.75,5.99,3,03-Mar-20,01-Apr-21,197,207
55201,5,394.95,78.99,25.95,5.19,28-Aug-20,01-Apr-21,43.2,207
55520,4,392.96,98.24,21.96,5.49,15-May-20,01-Apr-21,80.25,207
55767,1,391.09,391.09,4.99,4.99,01-Apr-21,01-Apr-21,0,207
55841,3,390.98,130.33,10.98,3.66,01-Oct-20,01-Apr-21,60.67,207
56136,3,389.28,129.76,9.98,3.33,25-Mar-21,01-Apr-21,2.33,207
56322,4,388.46,97.12,19.96,4.99,04-Jan-21,01-Apr-21,21.75,207
56485,13,387.39,29.8,16.99,1.31,10-Jan-19,01-Apr-21,62.46,207
56515,6,387.17,64.53,14.97,2.5,18-Apr-20,01-Apr-21,58,207
56916,3,384.99,128.33,4.99,1.66,26-Nov-20,01-Apr-21,42,207
56919,3,384.99,128.33,4.99,1.66,13-Mar-21,01-Apr-21,6.33,207
57729,3,380,126.67,0,0,01-Apr-21,01-Apr-21,0,207
57917,2,379,189.5,0,0,04-Mar-19,01-Apr-21,379.5,207
58235,6,377.47,62.91,16.97,2.83,13-Feb-20,01-Apr-21,68.83,207
58533,3,375.97,125.32,15.97,5.32,28-Nov-20,01-Apr-21,41.33,207
58828,3,374.48,124.83,11.98,3.99,04-Mar-21,01-Apr-21,9.33,207
59017,3,373.58,124.53,10.98,3.66,19-Jul-19,01-Apr-21,207.33,207
59119,5,372.99,74.6,4.99,1,31-Mar-21,01-Apr-21,0.2,207
59361,3,371.47,123.82,15.97,5.32,05-Feb-20,01-Apr-21,140.33,207
59476,3,370.97,123.66,15.97,5.32,08-Feb-21,01-Apr-21,17.33,207
59497,4,370.96,92.74,21.96,5.49,14-May-20,01-Apr-21,80.5,207
59612,1,370,370,0,0,01-Apr-21,01-Apr-21,0,207
59701,6,369.98,61.66,13.98,2.33,08-Jun-19,01-Apr-21,110.5,207
59730,4,369.97,92.49,14.97,3.74,18-Jun-20,01-Apr-21,71.75,207
59831,3,369.17,123.06,16.97,5.66,22-Oct-19,01-Apr-21,175.67,207
59989,5,368.46,73.69,19.96,3.99,15-Jun-20,01-Apr-21,58,207
59995,2,368.38,184.19,11.98,5.99,01-Apr-21,01-Apr-21,0,207
60073,2,367.99,184,5.99,3,17-Jan-17,01-Apr-21,767.5,207
60251,2,366.98,183.49,10.98,5.49,09-Feb-21,01-Apr-21,25.5,207
60498,6,365.85,60.98,25.95,4.33,03-Apr-20,01-Apr-21,60.5,207
60548,5,365.47,73.09,16.97,3.39,26-Nov-19,01-Apr-21,98.4,207
60945,3,363.58,121.19,9.98,3.33,17-Jan-21,01-Apr-21,24.67,207
61310,8,361.97,45.25,21.97,2.75,21-Oct-20,01-Apr-21,20.25,207
61370,4,361.38,90.35,10.98,2.75,19-Jan-21,01-Apr-21,18,207
61414,3,361,120.33,2,0.67,15-Sep-18,01-Apr-21,309.67,207
61417,3,360.99,120.33,4.99,1.66,01-Apr-21,01-Apr-21,0,207
61586,4,360.37,90.09,17.97,4.49,17-Mar-21,01-Apr-21,3.75,207
62057,4,358.18,89.55,13.98,3.5,09-Nov-17,01-Apr-21,309.75,207
62419,5,356.15,71.23,28.95,5.79,29-Apr-20,01-Apr-21,67.4,207
62430,5,356.08,71.22,11.98,2.4,15-May-17,01-Apr-21,283.4,207
62508,3,355.98,118.66,10.98,3.66,11-Jan-20,01-Apr-21,148.67,207
62626,7,355.18,50.74,9.98,1.43,27-Dec-20,01-Apr-21,13.57,207
62672,4,355,88.75,0,0,01-Apr-21,01-Apr-21,0,207
62842,9,354.54,39.39,28.94,3.22,08-Mar-21,01-Apr-21,2.67,207
62940,4,353.98,88.5,9.98,2.5,08-Jan-21,01-Apr-21,20.75,207
63144,4,352.96,88.24,19.96,4.99,14-Aug-20,01-Apr-21,57.5,207
63162,4,352.76,88.19,19.96,4.99,28-Sep-20,01-Apr-21,46.25,207
63365,5,351.58,70.32,9.98,2,22-Mar-21,01-Apr-21,2,207
63533,3,350.97,116.99,16.97,5.66,24-Nov-19,01-Apr-21,164.67,207
63974,3,349.07,116.36,15.97,5.32,13-Sep-20,01-Apr-21,66.67,207
64014,2,348.99,174.5,4.99,2.5,22-Jun-17,01-Apr-21,689.5,207
64105,2,348.58,174.29,10.98,5.49,20-Jan-21,01-Apr-21,35.5,207
64185,3,348.18,116.06,10.98,3.66,05-Dec-20,01-Apr-21,39,207
64218,1,348,348,0,0,01-Apr-21,01-Apr-21,0,207
64276,3,347.97,115.99,14.97,4.99,06-Feb-21,01-Apr-21,18,207
64687,6,345.86,57.64,20.96,3.49,08-Aug-19,01-Apr-21,100.33,207
64980,4,344.6,86.15,6,1.5,09-Jan-21,01-Apr-21,20.5,207
65012,7,344.44,49.21,30.94,4.42,03-Jun-16,01-Apr-21,251.86,207
65549,3,341.98,113.99,11.98,3.99,01-Mar-21,01-Apr-21,10.33,207
65968,4,339.99,85,4.99,1.25,29-Jan-21,01-Apr-21,15.5,207
66109,5,339.35,67.87,28.95,5.79,28-Jun-20,01-Apr-21,55.4,207
66175,2,338.99,169.5,5.99,3,01-Apr-21,01-Apr-21,0,207
66210,2,338.98,169.49,10.98,5.49,26-Feb-21,01-Apr-21,17,207
66224,4,338.97,84.74,15.97,3.99,03-Apr-20,01-Apr-21,90.75,207
66294,2,338.49,169.25,4.99,2.5,30-Dec-20,01-Apr-21,46,207
66409,4,337.98,84.5,11.98,3,14-Sep-19,01-Apr-21,141.25,207
66534,3,337.49,112.5,4.99,1.66,10-Dec-20,01-Apr-21,37.33,207
66666,2,336.98,168.49,11.98,5.99,20-Mar-21,01-Apr-21,6,207
67544,5,333.17,66.63,16.97,3.39,28-Jul-20,01-Apr-21,49.4,207
67560,5,333.08,66.62,9.98,2,31-Mar-21,01-Apr-21,0.2,207
67566,5,333.06,66.61,19.96,3.99,17-Aug-20,01-Apr-21,45.4,207
67704,3,332.57,110.86,15.97,5.32,19-Sep-20,01-Apr-21,64.67,207
67988,3,331.17,110.39,19.97,6.66,28-Jul-20,01-Apr-21,82.33,207
68004,3,331.08,110.36,10.98,3.66,31-Mar-21,01-Apr-21,0.33,207
68049,5,330.99,66.2,4.99,1,03-Jun-20,01-Apr-21,60.4,207
68290,2,329.99,165,4.99,2.5,13-Nov-20,01-Apr-21,69.5,207
68590,4,328.81,82.2,20.96,5.24,04-May-20,01-Apr-21,83,207
69024,5,326.78,65.36,9.98,2,25-Feb-21,01-Apr-21,7,207
69190,1,325.99,325.99,5.99,5.99,01-Apr-21,01-Apr-21,0,207
69277,3,325.87,108.62,14.97,4.99,30-Oct-20,01-Apr-21,51,207
69503,2,324.99,162.5,4.99,2.5,30-Dec-20,01-Apr-21,46,207
70023,4,322.97,80.74,16.97,4.24,06-Jun-20,01-Apr-21,74.75,207
70195,2,321.99,161,4.99,2.5,25-Dec-20,01-Apr-21,48.5,207
70443,2,320.99,160.5,5.99,3,09-Mar-21,01-Apr-21,11.5,207
70688,1,320,320,0,0,01-Apr-21,01-Apr-21,0,207
70701,1,320,320,0,0,01-Apr-21,01-Apr-21,0,207
70710,2,320,160,0,0,01-Apr-21,01-Apr-21,0,207
70715,1,320,320,0,0,01-Apr-21,01-Apr-21,0,207
70982,1,319.09,319.09,4.99,4.99,01-Apr-21,01-Apr-21,0,207
71293,2,317.98,158.99,11.98,5.99,27-Mar-21,01-Apr-21,2.5,207
71408,5,317.38,63.48,9.98,2,01-Apr-21,01-Apr-21,0,207
71562,6,316.67,52.78,14.97,2.5,06-Apr-20,01-Apr-21,60,207
72029,2,314.98,157.49,9.98,4.99,10-Dec-19,01-Apr-21,239,207
72123,3,314.47,104.82,15.97,5.32,27-Sep-18,01-Apr-21,305.67,207
72239,3,313.98,104.66,10.98,3.66,08-Feb-21,01-Apr-21,17.33,207
72376,7,313.46,44.78,19.96,2.85,07-Oct-20,01-Apr-21,25.14,207
72496,2,312.98,156.49,9.98,4.99,22-May-20,01-Apr-21,157,207
72589,3,312.47,104.16,14.97,4.99,15-Oct-20,01-Apr-21,56,207
72607,4,312.36,78.09,19.96,4.99,16-Dec-19,01-Apr-21,118,207
72631,3,312.17,104.06,14.97,4.99,28-Dec-20,01-Apr-21,31.33,207
72873,5,311.18,62.24,9.98,2,28-Nov-20,01-Apr-21,24.8,207
73177,3,310,103.33,0,0,01-Apr-21,01-Apr-21,0,207
73256,3,309.98,103.33,9.98,3.33,26-Feb-21,01-Apr-21,11.33,207
73313,3,309.97,103.32,16.97,5.66,26-Jun-19,01-Apr-21,215,207
73342,1,309.79,309.79,4.99,4.99,01-Apr-21,01-Apr-21,0,207
73413,4,309.37,77.34,14.97,3.74,26-Dec-20,01-Apr-21,24,207
73681,3,308.17,102.72,16.97,5.66,04-Mar-21,01-Apr-21,9.33,207
73772,3,307.98,102.66,12.98,4.33,15-Nov-20,01-Apr-21,45.67,207
73963,3,306.99,102.33,5.99,2,02-Dec-19,01-Apr-21,162,207
74428,2,305.38,152.69,10.98,5.49,11-Mar-21,01-Apr-21,10.5,207
74433,5,305.37,61.07,14.97,2.99,07-Nov-20,01-Apr-21,29,207
74485,4,305.09,76.27,4.99,1.25,01-Apr-21,01-Apr-21,0,207
75217,2,302.49,151.25,5.99,3,30-Mar-21,01-Apr-21,1,207
75298,2,302.08,151.04,9.98,4.99,19-Feb-21,01-Apr-21,20.5,207
75406,4,301.97,75.49,13.97,3.49,15-Mar-18,01-Apr-21,278.25,207
75635,3,300.98,100.33,9.98,3.33,28-Nov-20,01-Apr-21,41.33,207
75930,1,299.99,299.99,5.99,5.99,01-Apr-21,01-Apr-21,0,207
76168,3,299.09,99.7,4.99,1.66,10-Mar-21,01-Apr-21,7.33,207
76528,2,297.98,148.99,9.98,4.99,17-Feb-21,01-Apr-21,21.5,207
76675,1,297.49,297.49,4.99,4.99,01-Apr-21,01-Apr-21,0,207
76746,3,297.08,99.03,10.98,3.66,05-Feb-21,01-Apr-21,18.33,207
76824,3,296.98,98.99,10.98,3.66,25-Nov-19,01-Apr-21,164.33,207
76835,5,296.98,59.4,10.98,2.2,11-Mar-21,01-Apr-21,4.2,207
77054,1,295.99,295.99,5.99,5.99,01-Apr-21,01-Apr-21,0,207
77117,5,295.98,59.2,10.98,2.2,07-Jun-20,01-Apr-21,59.6,207
77230,3,295.37,98.46,14.97,4.99,27-Aug-20,01-Apr-21,72.33,207
77366,2,294.99,147.5,5.99,3,15-Nov-20,01-Apr-21,68.5,207
77398,2,294.98,147.49,10.98,5.49,12-Oct-20,01-Apr-21,85.5,207
77700,3,293.98,97.99,9.98,3.33,11-Dec-20,01-Apr-21,37,207
78274,4,291.67,72.92,14.97,3.74,29-Aug-20,01-Apr-21,53.75,207
78753,2,289.99,145,4.99,2.5,10-Nov-20,01-Apr-21,71,207
79288,2,288.48,144.24,9.98,4.99,28-Nov-20,01-Apr-21,62,207
79379,2,288,144,0,0,01-Apr-21,01-Apr-21,0,207
79425,3,287.98,95.99,9.98,3.33,23-Jan-21,01-Apr-21,22.67,207
79750,4,286.57,71.64,9.97,2.49,28-Aug-20,01-Apr-21,54,207
79789,4,286.36,71.59,23.96,5.99,24-Aug-20,01-Apr-21,55,207
79928,2,285.98,142.99,10.98,5.49,10-Jun-20,01-Apr-21,147.5,207
79930,3,285.98,95.33,9.98,3.33,03-Jan-20,01-Apr-21,151.33,207
79987,4,285.98,71.5,11.98,3,31-Aug-19,01-Apr-21,144.75,207
80008,3,285.97,95.32,14.97,4.99,14-Nov-20,01-Apr-21,46,207
80012,3,285.97,95.32,15.97,5.32,05-Feb-21,01-Apr-21,18.33,207
80627,3,283.98,94.66,9.98,3.33,24-Dec-20,01-Apr-21,32.67,207
80629,2,283.98,141.99,9.98,4.99,03-Mar-18,01-Apr-21,562.5,207
80652,4,283.98,71,11.98,3,10-Jun-19,01-Apr-21,165.25,207
80752,2,283.58,141.79,9.98,4.99,01-Feb-20,01-Apr-21,212.5,207
80987,5,282.56,56.51,19.96,3.99,02-Jan-19,01-Apr-21,164,207
81128,2,281.98,140.99,9.98,4.99,04-Dec-20,01-Apr-21,59,207
81191,3,281.97,93.99,14.97,4.99,18-Apr-20,01-Apr-21,116,207
81307,4,281.29,70.32,4.49,1.12,01-Apr-21,01-Apr-21,0,207
81356,3,281.08,93.69,11.98,3.99,02-Jan-17,01-Apr-21,516.67,207
81466,4,280.98,70.25,10.98,2.75,26-Oct-20,01-Apr-21,39.25,207
81606,5,280.56,56.11,20.96,4.19,14-Aug-19,01-Apr-21,119.2,207
81865,2,279.98,139.99,9.98,4.99,02-Mar-21,01-Apr-21,15,207
82053,4,279.27,69.82,14.97,3.74,04-Mar-21,01-Apr-21,7,207
82240,3,278.97,92.99,14.97,4.99,22-Oct-20,01-Apr-21,53.67,207
82241,4,278.97,69.74,14.97,3.74,22-Sep-20,01-Apr-21,47.75,207
82311,5,278.55,55.71,25.95,5.19,18-Oct-19,01-Apr-21,106.2,207
82715,1,276.99,276.99,5.99,5.99,01-Apr-21,01-Apr-21,0,207
82786,4,276.97,69.24,14.97,3.74,06-May-18,01-Apr-21,265.25,207
82909,3,276.09,92.03,6.99,2.33,10-Jul-20,01-Apr-21,88.33,207
83055,2,275.98,137.99,10.98,5.49,12-Feb-21,01-Apr-21,24,207
83218,1,275.09,275.09,5.99,5.99,01-Apr-21,01-Apr-21,0,207
83322,2,275,137.5,0,0,01-Apr-21,01-Apr-21,0,207
83409,2,274.99,137.5,4.99,2.5,01-Apr-21,01-Apr-21,0,207
83464,3,274.98,91.66,9.98,3.33,14-Nov-20,01-Apr-21,46,207
83575,2,274.58,137.29,9.98,4.99,29-Apr-20,01-Apr-21,168.5,207
83681,2,274.08,137.04,9.98,4.99,19-Mar-21,01-Apr-21,6.5,207
83684,2,274.08,137.04,10.98,5.49,17-Nov-20,01-Apr-21,67.5,207
83897,4,273.57,68.39,16.97,4.24,28-May-20,01-Apr-21,77,207
84020,1,272.99,272.99,4.99,4.99,01-Apr-21,01-Apr-21,0,207
84081,8,272.97,34.12,19.97,2.5,07-Mar-19,01-Apr-21,94.5,207
84167,2,272.49,136.25,4.99,2.5,01-Apr-21,01-Apr-21,0,207
84223,4,272.19,68.05,4.99,1.25,01-Apr-21,01-Apr-21,0,207
84252,3,272.02,90.67,9.98,3.33,01-Dec-19,01-Apr-21,162.33,207
84835,2,270.18,135.09,10.98,5.49,30-Mar-21,01-Apr-21,1,207
85189,5,269.97,53.99,14.97,2.99,17-May-20,01-Apr-21,63.8,207
85468,2,268.98,134.49,9.98,4.99,25-Dec-17,01-Apr-21,596.5,207
85495,3,268.97,89.66,14.97,4.99,20-Apr-20,01-Apr-21,115.33,207
85602,3,268.37,89.46,14.97,4.99,06-Jun-20,01-Apr-21,99.67,207
85665,3,267.99,89.33,4.99,1.66,26-May-20,01-Apr-21,103.33,207
85848,4,267.47,66.87,16.97,4.24,29-Mar-19,01-Apr-21,183.5,207
85854,4,267.46,66.87,21.96,5.49,21-Apr-20,01-Apr-21,86.25,207
86112,3,266.48,88.83,9.98,3.33,31-Dec-19,01-Apr-21,152.33,207
86726,3,264.97,88.32,13.97,4.66,02-Mar-18,01-Apr-21,375.33,207
86781,3,264.68,88.23,9.98,3.33,01-Apr-21,01-Apr-21,0,207
86898,4,264.16,66.04,21.96,5.49,15-Sep-17,01-Apr-21,323.5,207
86936,1,264,264,0,0,01-Apr-21,01-Apr-21,0,207
87108,4,263.67,65.92,14.97,3.74,25-Mar-21,01-Apr-21,1.75,207
87232,5,263.06,52.61,21.96,4.39,17-Jun-20,01-Apr-21,57.6,207
87247,3,263,87.67,0,0,01-Apr-21,01-Apr-21,0,207
87502,3,262.09,87.36,4.99,1.66,17-Jul-14,01-Apr-21,816.67,207
87589,2,261.98,130.99,10.98,5.49,06-Jun-20,01-Apr-21,149.5,207
87725,2,261.49,130.75,4.99,2.5,01-Apr-21,01-Apr-21,0,207
88479,4,259.58,64.9,9.98,2.5,26-Mar-21,01-Apr-21,1.5,207
88883,4,258.19,64.55,4.99,1.25,01-Apr-21,01-Apr-21,0,207
89573,3,255.99,85.33,10.99,3.66,13-Dec-20,01-Apr-21,36.33,207
90531,2,253.18,126.59,11.98,5.99,12-Sep-20,01-Apr-21,100.5,207
90553,2,253.09,126.55,4.99,2.5,01-Apr-21,01-Apr-21,0,207
90782,1,252.49,252.49,4.99,4.99,01-Apr-21,01-Apr-21,0,207
90820,3,252.47,84.16,15.97,5.32,02-Jun-20,01-Apr-21,101,207
90824,3,252.47,84.16,14.97,4.99,06-Jan-19,01-Apr-21,272,207
90826,4,252.46,63.12,19.96,4.99,22-Nov-20,01-Apr-21,32.5,207
90990,2,251.98,125.99,11.98,5.99,11-Jun-20,01-Apr-21,147,207
91354,2,250.98,125.49,11.98,5.99,20-Mar-21,01-Apr-21,6,207
91569,3,250.18,83.39,9.98,3.33,11-Mar-18,01-Apr-21,372.33,207
91825,2,249.98,124.99,9.98,4.99,25-Sep-20,01-Apr-21,94,207
92014,3,249.19,83.06,7.99,2.66,08-Sep-19,01-Apr-21,190.33,207
92174,1,248.99,248.99,5.99,5.99,01-Apr-21,01-Apr-21,0,207
92231,3,248.98,82.99,9.98,3.33,06-Mar-21,01-Apr-21,8.67,207
92340,2,248.48,124.24,10.98,5.49,15-Jul-16,01-Apr-21,860.5,207
92557,2,247.98,123.99,10.98,5.49,02-Jul-20,01-Apr-21,136.5,207
92697,2,247.48,123.74,9.98,4.99,07-Mar-21,01-Apr-21,12.5,207
92818,1,246.99,246.99,5.99,5.99,01-Apr-21,01-Apr-21,0,207
92959,3,246.68,82.23,10.98,3.66,06-Apr-20,01-Apr-21,120,207
93159,1,245.99,245.99,5.99,5.99,01-Apr-21,01-Apr-21,0,207
93195,1,245.99,245.99,5.99,5.99,01-Apr-21,01-Apr-21,0,207
93520,1,245,245,0,0,01-Apr-21,01-Apr-21,0,207
93589,4,244.99,61.25,4.99,1.25,01-Apr-21,01-Apr-21,0,207
93878,2,244.48,122.24,9.98,4.99,27-Dec-20,01-Apr-21,47.5,207
93959,2,244.08,122.04,11.98,5.99,15-Sep-20,01-Apr-21,99,207
93971,2,244.08,122.04,10.98,5.49,05-Oct-20,01-Apr-21,89,207
94094,2,243.98,121.99,9.98,4.99,22-Feb-21,01-Apr-21,19,207
94215,4,243.57,60.89,14.97,3.74,11-Jan-21,01-Apr-21,20,207
94323,2,243.08,121.54,9.98,4.99,24-Mar-21,01-Apr-21,4,207
94440,2,242.98,121.49,10.98,5.49,25-Sep-20,01-Apr-21,94,207
94671,5,242.09,48.42,4.99,1,26-Dec-19,01-Apr-21,92.4,207
94678,4,242.08,60.52,9.98,2.5,05-Jul-19,01-Apr-21,159,207
94683,4,242.07,60.52,14.97,3.74,08-Oct-20,01-Apr-21,43.75,207
94726,2,241.99,121,4.99,2.5,05-Nov-19,01-Apr-21,256.5,207
94799,3,241.98,80.66,11.98,3.99,07-Feb-18,01-Apr-21,383,207
94914,2,241.48,120.74,11.98,5.99,27-Mar-21,01-Apr-21,2.5,207
95081,1,240.99,240.99,4.99,4.99,01-Apr-21,01-Apr-21,0,207
95273,4,240.48,60.12,11.98,3,18-Sep-19,01-Apr-21,140.25,207
95300,3,240.39,80.13,7.99,2.66,02-Dec-18,01-Apr-21,283.67,207
95357,2,240.08,120.04,9.98,4.99,09-Dec-20,01-Apr-21,56.5,207
95399,1,240,240,0,0,01-Apr-21,01-Apr-21,0,207
95447,1,240,240,0,0,01-Apr-21,01-Apr-21,0,207
95560,2,239.99,120,4.99,2.5,06-Jun-20,01-Apr-21,149.5,207
95571,2,239.99,120,4.99,2.5,19-Mar-20,01-Apr-21,189,207
95859,2,239.18,119.59,9.98,4.99,09-Dec-20,01-Apr-21,56.5,207
95889,2,239.08,119.54,9.98,4.99,25-Feb-21,01-Apr-21,17.5,207
96024,4,238.98,59.75,9.98,2.5,02-Jun-20,01-Apr-21,75.75,207
96040,2,238.98,119.49,10.98,5.49,10-Feb-20,01-Apr-21,208,207
96041,3,238.98,79.66,9.98,3.33,01-Apr-21,01-Apr-21,0,207
96521,6,237.77,39.63,17.97,3,29-Dec-18,01-Apr-21,137.33,207
96550,3,237.59,79.2,4.99,1.66,01-Apr-21,01-Apr-21,0,207
96665,2,237.08,118.54,12.98,6.49,30-Jun-20,01-Apr-21,137.5,207
96860,3,236.58,78.86,10.98,3.66,23-Nov-19,01-Apr-21,165,207
97236,6,235.77,39.3,14.97,2.5,31-Dec-20,01-Apr-21,15.17,207
97375,2,235.08,117.54,9.98,4.99,20-Jan-21,01-Apr-21,35.5,207
97378,3,235.08,78.36,9.98,3.33,06-Oct-20,01-Apr-21,59,207
97435,1,235,235,0,0,01-Apr-21,01-Apr-21,0,207
97732,4,234.56,58.64,20.96,5.24,28-Apr-20,01-Apr-21,84.5,207
98223,4,233.17,58.29,18.97,4.74,17-Nov-19,01-Apr-21,125.25,207
98437,1,232.69,232.69,4.99,4.99,01-Apr-21,01-Apr-21,0,207
98485,3,232.47,77.49,17.97,5.99,17-Jun-20,01-Apr-21,96,207
98917,1,230.99,230.99,5.99,5.99,01-Apr-21,01-Apr-21,0,207
99080,3,230.97,76.99,14.97,4.99,19-Feb-21,01-Apr-21,13.67,207
99127,5,230.58,46.12,9.98,2,21-Aug-16,01-Apr-21,336.8,207
99204,3,230.18,76.73,9.98,3.33,19-Jul-20,01-Apr-21,85.33,207
99246,1,230.09,230.09,5.99,5.99,01-Apr-21,01-Apr-21,0,207
99521,2,229.99,115,4.99,2.5,29-Mar-21,01-Apr-21,1.5,207
99619,2,229.98,114.99,9.98,4.99,29-Mar-21,01-Apr-21,1.5,207
99652,2,229.98,114.99,10.98,5.49,10-Jan-21,01-Apr-21,40.5,207
99682,3,229.97,76.66,15.97,5.32,20-Jul-20,01-Apr-21,85,207
99746,3,229.58,76.53,9.98,3.33,28-Jun-20,01-Apr-21,92.33,207
99816,2,229.48,114.74,10.98,5.49,29-Mar-21,01-Apr-21,1.5,207
99855,1,229.19,229.19,5.99,5.99,01-Apr-21,01-Apr-21,0,207
100006,3,228.99,76.33,5.99,2,12-Nov-19,01-Apr-21,168.67,207
100102,2,228.98,114.49,11.98,5.99,20-Jun-20,01-Apr-21,142.5,207
100125,2,228.98,114.49,9.98,4.99,19-Feb-21,01-Apr-21,20.5,207
100221,4,228.52,57.13,19.92,4.98,13-Aug-14,01-Apr-21,605.75,207
100381,2,228,114,0,0,01-Apr-21,01-Apr-21,0,207
100734,6,226.99,37.83,4.99,0.83,01-Apr-21,01-Apr-21,0,207
100899,3,226.78,75.59,9.98,3.33,15-Nov-20,01-Apr-21,45.67,207
101044,2,226.09,113.05,4.99,2.5,01-Apr-21,01-Apr-21,0,207
101048,6,226.08,37.68,9.98,1.66,28-Mar-21,01-Apr-21,0.67,207
101089,1,225.99,225.99,5.99,5.99,01-Apr-21,01-Apr-21,0,207
101210,2,225.98,112.99,10.98,5.49,22-May-19,01-Apr-21,340,207
102105,2,224.18,112.09,9.98,4.99,26-Mar-21,01-Apr-21,3,207
102109,2,224.18,112.09,9.98,4.99,27-Mar-21,01-Apr-21,2.5,207
102149,3,224.08,74.69,10.98,3.66,12-Oct-20,01-Apr-21,57,207
102274,3,223.98,74.66,9.98,3.33,17-Dec-16,01-Apr-21,522,207
102649,4,222.97,55.74,14.97,3.74,01-Feb-21,01-Apr-21,14.75,207
102723,2,222.58,111.29,11.98,5.99,10-Feb-21,01-Apr-21,25,207
102801,4,222.17,55.54,14.97,3.74,03-Dec-20,01-Apr-21,29.75,207
102945,2,221.98,110.99,9.98,4.99,25-Oct-20,01-Apr-21,79,207
102956,4,221.98,55.5,9.98,2.5,11-Jan-21,01-Apr-21,20,207
102965,2,221.98,110.99,13.98,6.99,16-Aug-16,01-Apr-21,844.5,207
103137,1,221.19,221.19,5.99,5.99,01-Apr-21,01-Apr-21,0,207
